WarNum,WarName,V5RegionNum,WarType,CcodeA,SideA,SideB,Intnl,StartMo1,StartDy1,StartYr1,EndMo1,EndDy1,EndYr1,StartMo2,StartDy2,StartYr2,EndMo2,EndDy2,EndYr2,StartMo3,StartDy3,StartYr3,EndMo3,EndDy3,EndYr3,StartMo4,StartDy4,StartYr4,EndMo4,EndDy4,EndYr4,WDuratDays,WDuratMo,TotNatMonWar,TransFrom,Initiator,Outcome,TransTo,DeathsSideA,DeathsSideB,TotalBDeaths,Version,WarTypeC,V5RegionC,OutcomeC,WarTypeD,OutcomeD,TotalBDeathsU,Americas,Phase1_st,Phase2_st,Phase3_st,Phase4_st,Phase1_en,Phase2_en,Phase3_en,Phase4_en,InitiatorDeaths,RecipientDeaths,InitiatorDeaths2,RecipientDeaths2,AbsDiffDeaths,RelDiffDeaths,StartYR_Norm,InitiatorDeathsImp,RecipientDeathsImp,AbsDiffDeathsImp,RelDiffDeathsImp,OutcomeE,cluster
639,Third Yemeni Imamate Rebellion of 1902-1906,5,5,640,Ottoman Empire,Zaidi Imamate,0,3,-9,1902,8,-9,1902,10,-9,1902,6,-9,1906,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1472,49.07,49.07,-8,Zaidi Imamate,6,-8,30000,15000,45000,5.1,Civil War: Local Issues,Middle East and North Africa,Stalemate,Civil War: Local Issues,Other,45000,Not in Americas,1902-03-09,1902-10-09,NA,NA,1902-08-09,NA,NA,NA,15000,30000,15000,30000,-15000,0.021367521367521368,84,15000,30000,-15000,0.021367521367521368,Other,4
640,Ilinden War of 1902-1903,3,5,640,Ottoman Empire,IMRO,0,10,11,1902,11,-9,1903,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,395,13.17,13.17,-8,IMRO,1,-8,4500,1500,6000,5.1,Civil War: Local Issues,Europe,Side A wins,Civil War: Local Issues,Side A,6000,Not in Americas,1902-10-11,NA,NA,NA,1903-11-09,NA,NA,NA,1500,4500,1500,4500,-3000,0.004273504273504274,84,1500,4500,-3000,0.004273504273504274,Other,4
641,First Uruguay War of 1904,2,4,165,Uruguay,Blancos,0,1,1,1904,9,10,1904,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,250,8.33,8.33,-8,Blancos,1,-8,900,700,1600,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,1600,Americas,1904-01-01,NA,NA,NA,1904-09-10,NA,NA,NA,700,900,700,900,-200,2.849002849002849e-4,86,700,900,-200,2.849002849002849e-4,Other,1
641.5,Saudi Revolt of 1904,5,5,640,Ottoman Empire,Ibn Saud-led Rebels,0,5,8,1904,9,27,1904,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,140,4.67,4.67,-8,Ottoman Empire,3,-8,1900,600,2500,5.1,Civil War: Local Issues,Middle East and North Africa,Compromise,Civil War: Local Issues,Other,2500,Not in Americas,1904-05-08,NA,NA,NA,1904-09-27,NA,NA,NA,1900,600,1900,600,1300,0.001851851851851852,86,1900,600,1300,0.001851851851851852,Other,4
643,Bloody Sunday War of 1905-1906,3,4,365,Russia,Workers and Peasants,0,1,22,1905,1,1,1906,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,340,11.33,11.33,-8,Russia,1,-8,2300,3000,5300,5.1,Civil War: Central Control,Europe,Side A wins,Civil War: Central Control,Side A,5300,Not in Americas,1905-01-22,NA,NA,NA,1906-01-01,NA,NA,NA,2300,3000,2300,3000,-700,9.971509971509972e-4,87,2300,3000,-700,9.971509971509972e-4,Initiator Won,1
645,Romanian Peasant Revolt of 1907,3,4,360,Rumania,Peasants,0,3,16,1907,4,30,1907,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,45,1.5,1.5,-8,Peasants,1,-8,-9,-9,5000,5.1,Civil War: Central Control,Europe,Side A wins,Civil War: Central Control,Side A,5000,Not in Americas,1907-03-16,NA,NA,NA,1907-04-30,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,89,1937,1400,537,7.649572649572649e-4,Other,1
646,Hafiziyya Uprising of 1907-1908,5,4,600,Morocco,Mulai el-Hafid-led Forces,1,8,16,1907,8,21,1908,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,366,12.2,23.57,-8,Mulai el-Hafid-led Forces,2,-8,600,800,1400,5.1,Civil War: Central Control,Middle East and North Africa,Side B wins,Civil War: Central Control,Side B,1400,Not in Americas,1907-08-16,NA,NA,NA,1908-08-21,NA,NA,NA,800,600,800,600,200,2.849002849002849e-4,89,800,600,200,2.849002849002849e-4,Recipient Won,2
647,Iranian Constitution War of 1908-1909,5,4,630,Iran,Constitutionalists,1,6,23,1908,7,17,1909,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,385,12.83,13.67,-8,Iran,2,-8,-9,-9,1500,5.1,Civil War: Central Control,Middle East and North Africa,Side B wins,Civil War: Central Control,Side B,1500,Not in Americas,1908-06-23,NA,NA,NA,1909-07-17,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,90,1800,1500,300,4.2735042735042735e-4,Other,2
647.5,Asir-Yemen Revolt of 1909-1911,5,5,640,Ottoman Empire,Asir and Yemen Rebels,0,2,18,1909,2,-9,1910,10,-9,1910,9,28,1911,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,702,23.4,23.4,-8,Ottoman Empire,6,-8,7000,3000,10000,5.1,Civil War: Local Issues,Middle East and North Africa,Stalemate,Civil War: Local Issues,Other,10000,Not in Americas,1909-02-18,1910-10-09,NA,NA,1910-02-09,1911-09-28,NA,NA,7000,3000,7000,3000,4000,0.005698005698005698,91,7000,3000,4000,0.005698005698005698,Other,4
648,Young Turks Counter-Coup of 1909,5,4,640,Ottoman Empire,Constitutionalists,0,4,14,1909,5,17,1909,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,34,1.13,1.13,-8,Constitutionalists,1,-8,-9,-9,1000,5.1,Civil War: Central Control,Middle East and North Africa,Side A wins,Civil War: Central Control,Side A,1000,Not in Americas,1909-04-14,NA,NA,NA,1909-05-17,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,91,37500,25458,12042,0.017153846153846155,Other,1
649,Bluefields Insurrection of 1909-1910,1,4,93,Nicaragua,Estradistas,0,10,10,1909,8,20,1910,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,311,10.37,10.37,-8,Estradistas,2,-8,-9,-9,1192,5.1,Civil War: Central Control,North America,Side B wins,Civil War: Central Control,Side B,1192,Americas,1909-10-10,NA,NA,NA,1910-08-20,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,91,600,1500,-900,0.001282051282051282,Recipient Won,1
650,Second Albanian Revolt of 1910-1912,3,5,640,Ottoman Empire,Albanians,0,3,-9,1910,10,16,1912,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,932,31.07,31.07,-8,Albanians,4,100,5000,-9,-9,5.1,Civil War: Local Issues,Europe,War transformed into another War,Civil War: Local Issues,Other,-9,Not in Americas,1910-03-09,NA,NA,NA,1912-10-16,NA,NA,NA,-9,5000,NaN,5000,-5009,0.0071353276353276355,92,1000,5000,-4000,0.005698005698005698,Other,4
650.8,Hawran Druze Rebellion of 1910,5,5,640,Ottoman Empire,Druzes,0,9,11,1910,11,8,1910,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,58,1.93,1.93,-8,Ottoman Empire,1,-8,100,1000,1100,5.1,Civil War: Local Issues,Middle East and North Africa,Side A wins,Civil War: Local Issues,Side A,1100,Not in Americas,1910-09-11,NA,NA,NA,1910-11-08,NA,NA,NA,100,1000,100,1000,-900,0.001282051282051282,92,100,1000,-900,0.001282051282051282,Initiator Won,4
652,Third Mexican War of 1910-1914,1,4,70,Mexico,Liberals and Radicals,1,11,20,1910,6,6,1911,8,26,1911,7,19,1914,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1240,41.33,44.33,-8,Liberals & Radicals,2,-8,90000,60022,150022,5.1,Civil War: Central Control,North America,Side B wins,Civil War: Central Control,Side B,50000,Americas,1910-11-20,1911-08-26,NA,NA,1911-06-06,1914-07-19,NA,NA,60022,90000,60022,90000,-29978,0.0427037037037037,92,60022,90000,-29978,0.0427037037037037,Other,2
656,Paraguayan Radical Liberal Rebellion of 1911-1912,2,4,150,Paraguay,Radical Liberals,0,2,11,1911,3,17,1911,11,23,1911,5,11,1912,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,206,6.87,6.87,-8,Radical Liberals,2,-8,3000,1000,4000,5.1,Civil War: Central Control,South America,Side B wins,Civil War: Central Control,Side B,4000,Americas,1911-02-11,1911-11-23,NA,NA,1911-03-17,1912-05-11,NA,NA,1000,3000,1000,3000,-2000,0.002849002849002849,93,1000,3000,-2000,0.002849002849002849,Recipient Won,1
657,First Nationalist Revolution of 1911,6,4,710,China,Republicans,0,10,11,1911,12,18,1911,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,68,2.27,2.27,-8,Republicans,3,-8,4000,2000,6000,5.1,Civil War: Central Control,Asia and Oceania,Compromise,Civil War: Central Control,Other,6000,Not in Americas,1911-10-11,NA,NA,NA,1911-12-18,NA,NA,NA,2000,4000,2000,4000,-2000,0.002849002849002849,93,2000,4000,-2000,0.002849002849002849,Other,1
657.3,War of  Ecuadorian Generals of 1912,2,4,130,Ecuador,Alfaristas,0,1,11,1912,1,22,1912,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,12,0.4,0.4,-8,Alfaristas,1,-8,-9,-9,1000,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,1000,Americas,1912-01-11,NA,NA,NA,1912-01-22,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,94,850,5300,-4450,0.006339031339031339,Other,1
658,Cuban Black Uprising of 1912,1,5,40,Cuba,Partido Independiente de Color,0,5,20,1912,7,18,1912,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,59,1.97,1.97,-8,Partido Independiente de Color,1,-8,50,1000,1050,5.1,Civil War: Local Issues,North America,Side A wins,Civil War: Local Issues,Side A,1050,Americas,1912-05-20,NA,NA,NA,1912-07-18,NA,NA,NA,1000,50,1000,50,950,0.0013532763532763533,94,1000,50,950,0.0013532763532763533,Other,3
665,Second Nationalist Revolution of 1913,6,5,710,China,Republicans,0,7,12,1913,9,1,1913,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,50,1.67,1.67,-8,China,1,-8,-9,-9,5000,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,5000,Not in Americas,1913-07-12,NA,NA,NA,1913-09-01,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,95,3000,1400,1600,0.002279202279202279,Initiator Won,4
667,Ecuadorian Civil War of 1913-1916,2,4,130,Ecuador,Conchistas,0,9,24,1913,9,14,1916,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1071,35.7,35.7,-8,Conchistas,1,-8,-9,-9,7000,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,7000,Americas,1913-09-24,NA,NA,NA,1916-09-14,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,95,3000,3000,0,0,Other,1
672,China Pai Ling (White Wolf) War of 1914,6,5,710,China,Pai-Lings,0,3,-9,1914,8,7,1914,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,143,4.77,4.77,-8,Pai-Lings,1,-8,-9,-9,1000,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,1000,Not in Americas,1914-03-09,NA,NA,NA,1914-08-07,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,96,6000,12000,-6000,0.008547008547008548,Other,4
672.5,Contestado Rebellion of 1914-1915,2,5,140,Brazil,Fanaticos,0,8,-9,1914,12,-9,1915,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,481,16.03,16.03,-8,Brazil,1,-8,1000,6000,7000,5.1,Civil War: Local Issues,South America,Side A wins,Civil War: Local Issues,Side A,7000,Americas,1914-08-09,NA,NA,NA,1915-12-09,NA,NA,NA,1000,6000,1000,6000,-5000,0.007122507122507123,96,1000,6000,-5000,0.007122507122507123,Initiator Won,3
673,Fourth Mexican War of 1914-1920,1,4,70,Mexico,Conventionists,1,11,3,1914,7,28,1920,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2066,68.87,79.63,-8,Conventionists,1,-8,90015,60000,150015,5.1,Civil War: Central Control,North America,Side A wins,Civil War: Central Control,Side A,50000,Americas,1914-11-03,NA,NA,NA,1920-07-28,NA,NA,NA,60000,90015,60000,90015,-30015,0.042756410256410256,96,60000,90015,-30015,0.042756410256410256,Other,2
674,Anti-Monarchy War of 1915-1916,6,4,710,China,NPA,0,12,25,1915,6,15,1916,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,171,5.7,5.7,-8,NPA,2,-8,2000,2000,4000,5.1,Civil War: Central Control,Asia and Oceania,Side B wins,Civil War: Central Control,Side B,4000,Not in Americas,1915-12-25,NA,NA,NA,1916-06-15,NA,NA,NA,2000,2000,2000,2000,0,0,97,2000,2000,0,0,Recipient Won,1
675,Russian Turkestan Revolt of 1916-1917,6,5,365,Russia,Kirghiz & Kazaks,0,7,4,1916,2,27,1917,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,234,7.8,7.8,-8,Turkestan rebels,1,-8,150,1850,2000,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,2000,Not in Americas,1916-07-04,NA,NA,NA,1917-02-27,NA,NA,NA,1850,150,1850,150,1700,0.0024216524216524216,98,1850,150,1700,0.0024216524216524216,Other,4
675.5,Negus Mikael Revolt of 1916-1917,4,4,530,Ethiopia,Negus Mikael-led Rebels,0,10,7,1916,8,27,1917,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,321,10.7,10.7,-8,Negus Mikael-led Rebels,1,-8,10000,10000,20000,5.1,Civil War: Central Control,Sub-Saharan Africa,Side A wins,Civil War: Central Control,Side A,20000,Not in Americas,1916-10-07,NA,NA,NA,1917-08-27,NA,NA,NA,10000,10000,10000,10000,0,0,98,10000,10000,0,0,Other,1
676,First Yunnan-Sichuan War of 1917,6,6,-8,Sichuan Military,Yunnan and Guizhou,0,4,18,1917,8,2,1917,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,105,3.5,3.5,-8,Sichuan Military,1,-8,-9,-9,3000,5.1,Regional Internal,Asia and Oceania,Side A wins,Other,Side A,3000,Not in Americas,1917-04-18,NA,NA,NA,1917-08-02,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,99,3000,2000,1000,0.0014245014245014246,Initiator Won,4
676.5,Southern China Revolt of 1917-1918,6,5,710,China,CPA,0,8,16,1917,11,17,1918,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,452,15.07,15.07,-8,China,3,-8,-9,-9,1500,5.1,Civil War: Local Issues,Asia and Oceania,Compromise,Civil War: Local Issues,Other,1500,Not in Americas,1917-08-16,NA,NA,NA,1918-11-17,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,99,4200,39516,-35316,0.05030769230769231,Other,4
677,Russian Civil War of 1917-1920,3,4,365,Russia,Anti-Bolsheviks,1,12,9,1917,11,20,1920,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1062,35.4,120.33,-8,Anti-Bolsheviks,1,-8,702000,327225,1029225,5.1,Civil War: Central Control,Europe,Side A wins,Civil War: Central Control,Side A,50000,Not in Americas,1917-12-09,NA,NA,NA,1920-11-20,NA,NA,NA,327225,702000,327225,702000,-374775,0.5338675213675214,99,327225,702000,-374775,0.5338675213675214,Other,2
680,Finnish Civil War of 1918,3,4,375,Finland,Red Guard,1,1,28,1918,5,16,1918,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,109,3.63,8.73,-8,Red Guard,1,-8,6250,17900,24150,5.1,Civil War: Central Control,Europe,Side A wins,Civil War: Central Control,Side A,24150,Not in Americas,1918-01-28,NA,NA,NA,1918-05-16,NA,NA,NA,17900,6250,17900,6250,11650,0.016595441595441594,100,17900,6250,11650,0.016595441595441594,Other,2
681,Western Ukrainian War of 1918-1919,3,6,-8,Western Ukraine,Ukranian Poles,1,12,1,1918,2,13,1919,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,73,2.43,4.87,-8,Poles,4,109,1500,1000,2500,5.1,Regional Internal,Europe,War transformed into another War,Other,Other,2500,Not in Americas,1918-12-01,NA,NA,NA,1919-02-13,NA,NA,NA,1000,1500,1000,1500,-500,7.122507122507123e-4,100,1000,1500,-500,7.122507122507123e-4,Other,2
682,Sparticist Rising of 1919,3,7,-8,Freikorps,Socialists,0,1,6,1919,5,3,1919,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,118,3.93,3.93,-8,Socialists,1,-8,100,2900,3000,5.1,Intercommunal,Europe,Side A wins,Other,Side A,3000,Not in Americas,1919-01-06,NA,NA,NA,1919-05-03,NA,NA,NA,2900,100,2900,100,2800,0.003988603988603989,101,2900,100,2800,0.003988603988603989,Other,4
683,Hungary's Red and White Terror of 1919-1920,3,4,310,Hungary,Whites,0,3,25,1919,2,15,1920,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,321,10.7,10.7,-8,Whites,2,-8,1000,500,1500,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,1500,Not in Americas,1919-03-25,NA,NA,NA,1920-02-15,NA,NA,NA,500,1000,500,1000,-500,7.122507122507123e-4,101,500,1000,-500,7.122507122507123e-4,Recipient Won,1
684,Second Yunnan-Sichuan War of 1920,6,6,-8,Sichuan,Yunnan-Guizhou Forces,0,5,23,1920,12,-9,1920,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,203,6.77,6.77,-8,Sichuan,1,-8,-9,-9,2000,5.1,Regional Internal,Asia and Oceania,Side A wins,Other,Side A,2000,Not in Americas,1920-05-23,NA,NA,NA,1920-12-09,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,102,100,2000,-1900,0.0027065527065527066,Initiator Won,4
684.5,Gilan Marxists Rebellion of 1920-1921,5,4,630,Iran,SSRI,1,6,17,1920,11,23,1921,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,517,17.23,44.27,-8,SSRI,1,-8,-9,-9,1500,5.1,Civil War: Central Control,Middle East and North Africa,Side A wins,Civil War: Central Control,Side A,1500,Not in Americas,1920-06-17,NA,NA,NA,1921-11-23,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,102,14000,5000,9000,0.01282051282051282,Other,2
685,Zhili-Anfu War of 1920,6,7,-8,An-Fu Faction,Zhili and Fengtien Factions,0,7,14,1920,7,23,1920,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,10,0.33,0.33,-8,Zhili,2,-8,-9,-9,1000,5.1,Intercommunal,Asia and Oceania,Side B wins,Other,Side B,1000,Not in Americas,1920-07-14,NA,NA,NA,1920-07-23,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,102,-8,1000,-1008,0.001435897435897436,Other,4
685.5,Dagestan Rebellion of 1920-1921,6,5,365,Soviet Russian Republic,Sharia Army,0,8,-9,1920,5,21,1921,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,277,9.23,9.23,-8,Sharia Army,1,-8,10000,9688,19688,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,19688,Not in Americas,1920-08-09,NA,NA,NA,1921-05-21,NA,NA,NA,9688,10000,9688,10000,-312,4.4444444444444447e-4,102,9688,10000,-312,4.4444444444444447e-4,Other,4
686,Green Rebellion of 1920-1921,3,5,365,Soviet Russian Republic,Tambov Peasants,0,8,19,1920,6,3,1921,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,285,9.5,9.5,-8,Tambov Peasants,1,-8,1700,7500,9200,5.1,Civil War: Local Issues,Europe,Side A wins,Civil War: Local Issues,Side A,9200,Not in Americas,1920-08-19,NA,NA,NA,1921-06-03,NA,NA,NA,7500,1700,7500,1700,5800,0.008262108262108263,102,7500,1700,5800,0.008262108262108263,Other,4
687,Bashmachi in Turketsan Revolt of 1920-1924,6,5,365,Soviet Russian Republic,Basmachi,0,8,28,1920,2,4,1924,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1237,41.23,41.23,-8,Soviet Russia,1,-8,-9,-9,3500,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,3500,Not in Americas,1920-08-28,NA,NA,NA,1924-02-04,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,102,60022,70550,-10528,0.014997150997150998,Other,4
688,Italian Fascist War of 1920-1922,3,7,-8,Blackshirts,Leftists,0,10,-9,1920,10,1,1922,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,707,23.57,23.57,-8,Blackshirts,1,-8,300,3000,3300,5.1,Intercommunal,Europe,Side A wins,Other,Side A,3300,Not in Americas,1920-10-09,NA,NA,NA,1922-10-01,NA,NA,NA,300,3000,300,3000,-2700,0.0038461538461538464,102,300,3000,-2700,0.0038461538461538464,Initiator Won,4
689,Simko Rebellion of 1921-1922,5,5,630,Iran,Shikak Kurds,0,3,-9,1921,9,30,1922,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,556,18.53,18.53,-8,Shikak Kurds,1,-8,1100,900,2000,5.1,Civil War: Local Issues,Middle East and North Africa,Side A wins,Civil War: Local Issues,Side A,2000,Not in Americas,1921-03-09,NA,NA,NA,1922-09-30,NA,NA,NA,900,1100,900,1100,-200,2.849002849002849e-4,103,900,1100,-200,2.849002849002849e-4,Other,4
690,Kronstadt Rebellion of 1921,3,4,365,Soviet Russian Republic,Sailors,0,3,7,1921,3,18,1921,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,12,0.4,0.4,-8,Sailors,1,-8,1900,2700,4600,5.1,Civil War: Central Control,Europe,Side A wins,Civil War: Central Control,Side A,4600,Not in Americas,1921-03-07,NA,NA,NA,1921-03-18,NA,NA,NA,2700,1900,2700,1900,800,0.0011396011396011395,103,2700,1900,800,0.0011396011396011395,Other,1
691,Far Eastern Republic War of 1921-1923,6,4,365,Soviet Russian Republic,Belopovstantsy,0,11,1,1921,6,17,1923,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,587,19.57,19.57,-8,Belopovstantsy,1,-8,2500,500,3000,5.1,Civil War: Central Control,Asia and Oceania,Side A wins,Civil War: Central Control,Side A,3000,Not in Americas,1921-11-01,NA,NA,NA,1923-06-17,NA,NA,NA,500,2500,500,2500,-2000,0.002849002849002849,103,500,2500,-2000,0.002849002849002849,Other,1
692,First Zhili-Fengtien War of 1922,6,4,710,China,Zhili Faction,0,4,28,1922,5,4,1922,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,7,0.23,0.23,-8,China,2,-8,2500,2500,5000,5.1,Civil War: Central Control,Asia and Oceania,Side B wins,Civil War: Central Control,Side B,5000,Not in Americas,1922-04-28,NA,NA,NA,1922-05-04,NA,NA,NA,2500,2500,2500,2500,0,0,104,2500,2500,0,0,Other,1
693,Agrarian Rising of 1923,3,4,355,Bulgaria,Agrarian League,0,9,23,1923,9,28,1923,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,6,0.2,0.2,-8,Agrarian League,1,-8,500,1000,1500,5.1,Civil War: Central Control,Europe,Side A wins,Civil War: Central Control,Side A,1500,Not in Americas,1923-09-23,NA,NA,NA,1923-09-28,NA,NA,NA,1000,500,1000,500,500,7.122507122507123e-4,105,1000,500,500,7.122507122507123e-4,Other,1
695,De La Huerta Rebellion of 1923-1924,1,4,70,Mexico,Huerta-led Rebels,0,12,4,1923,5,10,1924,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,157,5.23,5.23,-8,Huerta Led Rebels,1,-8,-9,-9,7000,5.1,Civil War: Central Control,North America,Side A wins,Civil War: Central Control,Side A,7000,Americas,1923-12-04,NA,NA,NA,1924-05-10,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,105,600,1200,-600,8.547008547008547e-4,Other,1
696,Honduran Conservative War of 1924,1,4,91,Honduras,Conservatives,0,2,7,1924,4,28,1924,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,82,2.73,2.73,-8,Conservatives,2,-8,2000,1000,3000,5.1,Civil War: Central Control,North America,Side B wins,Civil War: Central Control,Side B,3000,Americas,1924-02-07,NA,NA,NA,1924-04-28,NA,NA,NA,1000,2000,1000,2000,-1000,0.0014245014245014246,106,1000,2000,-1000,0.0014245014245014246,Recipient Won,1
697,First Afghan Anti-Reform War of 1924-1925,6,4,700,Afghanistan,Khost Rebels,0,3,15,1924,3,-9,1925,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,361,12.03,12.03,-8,Khost Rebels,1,-8,700,400,1100,5.1,Civil War: Central Control,Asia and Oceania,Side A wins,Civil War: Central Control,Side A,1100,Not in Americas,1924-03-15,NA,NA,NA,1925-03-09,NA,NA,NA,400,700,400,700,-300,4.2735042735042735e-4,106,400,700,-300,4.2735042735042735e-4,Other,1
697.3,Second Zhili-Fengtien War  of 1924,6,4,710,China,Fengtien Faction,1,9,3,1924,11,3,1924,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,61,2.03,2.03,-8,China,2,-8,-9,-9,8000,5.1,Civil War: Central Control,Asia and Oceania,Side B wins,Civil War: Central Control,Side B,8000,Not in Americas,1924-09-03,NA,NA,NA,1924-11-03,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,106,45000,18180,26820,0.038205128205128204,Other,2
